institute,program,quota,seat_type,gender,opening_rank,closing_rank,round,year,is_special_round,institute_type,is_pwd,category_base,gender_short,rank_window,competitiveness_score,iit_generation,nit_region,program_category,yoy_closing_rank_change,is_new_age_program,is_top_tier_college,accessibility_label,last_round
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,170,588,6,2018,False,GFTI,False,OBC-NCL,GN,418,0.9985,Not IIT,Not NIT,Architecture_Planning,112.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,158,479,6,2020,False,GFTI,False,OBC-NCL,GN,321,0.9988,Not IIT,Not NIT,Architecture_Planning,-109.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,120,373,6,2021,False,GFTI,False,OBC-NCL,GN,253,0.9988,Not IIT,Not NIT,Architecture_Planning,-106.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,157,423,6,2022,False,GFTI,False,OBC-NCL,GN,266,0.9987,Not IIT,Not NIT,Architecture_Planning,50.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,118,293,6,2023,False,GFTI,False,OBC-NCL,GN,175,0.9993,Not IIT,Not NIT,Architecture_Planning,-130.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,115,476,6,2025,False,GFTI,False,OBC-NCL,GN,361,0.9992,Not IIT,Not NIT,Architecture_Planning,183.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,443,1548,5,2019,False,GFTI,False,OPEN,GN,1105,0.9986,Not IIT,Not NIT,Architecture_Planning,1428.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,59,754,5,2024,False,GFTI,False,OPEN,GN,695,0.9994,Not IIT,Not NIT,Architecture_Planning,422.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,388,765,6,2018,False,GFTI,False,OPEN,GN,377,0.9993,Not IIT,Not NIT,Architecture_Planning,721.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,215,550,6,2020,False,GFTI,False,OPEN,GN,335,0.9994,Not IIT,Not NIT,Architecture_Planning,430.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,41,442,6,2021,False,GFTI,False,OPEN,GN,401,0.9995,Not IIT,Not NIT,Architecture_Planning,406.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,88,429,6,2022,False,GFTI,False,OPEN,GN,341,0.9995,Not IIT,Not NIT,Architecture_Planning,-13.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,124,345,6,2023,False,GFTI,False,OPEN,GN,221,0.9997,Not IIT,Not NIT,Architecture_Planning,336.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,74,436,6,2025,False,GFTI,False,OPEN,GN,362,0.9997,Not IIT,Not NIT,Architecture_Planning,91.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,232,456,5,2019,False,GFTI,False,SC,GN,224,0.9954,Not IIT,Not NIT,Architecture_Planning,276.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,36,312,5,2024,False,GFTI,False,SC,GN,276,0.9976,Not IIT,Not NIT,Architecture_Planning,110.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,74,180,6,2018,False,GFTI,False,SC,GN,106,0.9982,Not IIT,Not NIT,Architecture_Planning,-48.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,134,282,6,2020,False,GFTI,False,SC,GN,148,0.997,Not IIT,Not NIT,Architecture_Planning,102.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,61,195,6,2021,False,GFTI,False,SC,GN,134,0.9973,Not IIT,Not NIT,Architecture_Planning,-87.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,56,196,6,2022,False,GFTI,False,SC,GN,140,0.9974,Not IIT,Not NIT,Architecture_Planning,1.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,36,208,6,2023,False,GFTI,False,SC,GN,172,0.9979,Not IIT,Not NIT,Architecture_Planning,12.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,121,228,6,2025,False,GFTI,False,SC,GN,107,0.9981,Not IIT,Not NIT,Architecture_Planning,20.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,96,171,5,2019,False,GFTI,False,ST,GN,75,0.9961,Not IIT,Not NIT,Architecture_Planning,104.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,16,166,5,2024,False,GFTI,False,ST,GN,150,0.9964,Not IIT,Not NIT,Architecture_Planning,97.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,19,67,6,2018,False,GFTI,False,ST,GN,48,0.9984,Not IIT,Not NIT,Architecture_Planning,-8.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,60,170,6,2020,False,GFTI,False,ST,GN,110,0.9955,Not IIT,Not NIT,Architecture_Planning,103.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,29,80,6,2021,False,GFTI,False,ST,GN,51,0.9975,Not IIT,Not NIT,Architecture_Planning,-90.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,13,91,6,2022,False,GFTI,False,ST,GN,78,0.9971,Not IIT,Not NIT,Architecture_Planning,11.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,8,92,6,2023,False,GFTI,False,ST,GN,84,0.9974,Not IIT,Not NIT,Architecture_Planning,1.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,7,75,6,2025,False,GFTI,False,ST,GN,68,0.9984,Not IIT,Not NIT,Architecture_Planning,-17.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,531,655,5,2019,False,GFTI,False,EWS,GN,124,0.9836,Not IIT,Not NIT,Architecture_Planning,356.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,184,314,5,2024,False,GFTI,False,EWS,GN,130,0.998,Not IIT,Not NIT,Architecture_Planning,-117.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,230,249,6,2020,False,GFTI,False,EWS,GN,19,0.9973,Not IIT,Not NIT,Architecture_Planning,-58.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,125,172,6,2021,False,GFTI,False,EWS,GN,47,0.9978,Not IIT,Not NIT,Architecture_Planning,-77.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,189,271,6,2022,False,GFTI,False,EWS,GN,82,0.9967,Not IIT,Not NIT,Architecture_Planning,99.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,473,529,6,2023,False,GFTI,False,EWS,GN,56,0.9955,Not IIT,Not NIT,Architecture_Planning,258.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,248,310,6,2025,False,GFTI,False,EWS,GN,62,0.9977,Not IIT,Not NIT,Architecture_Planning,-219.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,1558,1665,5,2019,False,GFTI,False,OBC-NCL,GN,107,0.9962,Not IIT,Not NIT,Architecture_Planning,656.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,527,725,5,2024,False,GFTI,False,OBC-NCL,GN,198,0.9987,Not IIT,Not NIT,Architecture_Planning,258.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,921,1093,6,2018,False,GFTI,False,OBC-NCL,GN,172,0.9973,Not IIT,Not NIT,Architecture_Planning,698.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,300,569,6,2020,False,GFTI,False,OBC-NCL,GN,269,0.9986,Not IIT,Not NIT,Architecture_Planning,-524.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,194,492,6,2021,False,GFTI,False,OBC-NCL,GN,298,0.9984,Not IIT,Not NIT,Architecture_Planning,-77.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,387,582,6,2022,False,GFTI,False,OBC-NCL,GN,195,0.9982,Not IIT,Not NIT,Architecture_Planning,90.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,283,511,6,2023,False,GFTI,False,OBC-NCL,GN,228,0.9988,Not IIT,Not NIT,Architecture_Planning,-71.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OBC-NCL,Gender-Neutral,301,429,6,2025,False,GFTI,False,OBC-NCL,GN,128,0.9992,Not IIT,Not NIT,Architecture_Planning,-82.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,2441,3665,5,2019,False,GFTI,False,OPEN,GN,1224,0.9968,Not IIT,Not NIT,Architecture_Planning,1732.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,109,1093,5,2024,False,GFTI,False,OPEN,GN,984,0.9992,Not IIT,Not NIT,Architecture_Planning,317.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,1108,1957,6,2018,False,GFTI,False,OPEN,GN,849,0.9982,Not IIT,Not NIT,Architecture_Planning,1268.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,502,830,6,2020,False,GFTI,False,OPEN,GN,328,0.9992,Not IIT,Not NIT,Architecture_Planning,-1127.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,316,608,6,2021,False,GFTI,False,OPEN,GN,292,0.9993,Not IIT,Not NIT,Architecture_Planning,-222.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,341,818,6,2022,False,GFTI,False,OPEN,GN,477,0.9991,Not IIT,Not NIT,Architecture_Planning,210.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,388,818,6,2023,False,GFTI,False,OPEN,GN,430,0.9992,Not IIT,Not NIT,Architecture_Planning,793.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,OPEN,Gender-Neutral,233,701,6,2025,False,GFTI,False,OPEN,GN,468,0.9995,Not IIT,Not NIT,Architecture_Planning,-117.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,403,643,5,2019,False,GFTI,False,SC,GN,240,0.9935,Not IIT,Not NIT,Architecture_Planning,182.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,174,359,5,2024,False,GFTI,False,SC,GN,185,0.9973,Not IIT,Not NIT,Architecture_Planning,152.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,328,461,6,2018,False,GFTI,False,SC,GN,133,0.9953,Not IIT,Not NIT,Architecture_Planning,279.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,167,306,6,2020,False,GFTI,False,SC,GN,139,0.9968,Not IIT,Not NIT,Architecture_Planning,-155.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,43,187,6,2021,False,GFTI,False,SC,GN,144,0.9974,Not IIT,Not NIT,Architecture_Planning,-119.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,87,234,6,2022,False,GFTI,False,SC,GN,147,0.9969,Not IIT,Not NIT,Architecture_Planning,47.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,77,221,6,2023,False,GFTI,False,SC,GN,144,0.9978,Not IIT,Not NIT,Architecture_Planning,-13.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,SC,Gender-Neutral,135,182,6,2025,False,GFTI,False,SC,GN,47,0.9985,Not IIT,Not NIT,Architecture_Planning,-39.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,222,380,5,2019,False,GFTI,False,ST,GN,158,0.9913,Not IIT,Not NIT,Architecture_Planning,10.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,74,189,5,2024,False,GFTI,False,ST,GN,115,0.9959,Not IIT,Not NIT,Architecture_Planning,100.0,False,False,Very High Competition,5
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,208,416,6,2018,False,GFTI,False,ST,GN,208,0.9901,Not IIT,Not NIT,Architecture_Planning,338.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,59,150,6,2020,False,GFTI,False,ST,GN,91,0.996,Not IIT,Not NIT,Architecture_Planning,-266.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,35,130,6,2021,False,GFTI,False,ST,GN,95,0.9959,Not IIT,Not NIT,Architecture_Planning,-20.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,41,68,6,2022,False,GFTI,False,ST,GN,27,0.9978,Not IIT,Not NIT,Architecture_Planning,-62.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,52,89,6,2023,False,GFTI,False,ST,GN,37,0.9975,Not IIT,Not NIT,Architecture_Planning,21.0,False,False,Very High Competition,6
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",AI,ST,Gender-Neutral,50,78,6,2025,False,GFTI,False,ST,GN,28,0.9983,Not IIT,Not NIT,Architecture_Planning,-11.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,97,193,5,2019,False,GFTI,False,EWS,GN,96,0.9952,Not IIT,Not NIT,Architecture_Planning,-4.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,27,339,5,2024,False,GFTI,False,EWS,GN,312,0.9978,Not IIT,Not NIT,Architecture_Planning,256.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,37,158,6,2020,False,GFTI,False,EWS,GN,121,0.9983,Not IIT,Not NIT,Architecture_Planning,-39.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,23,116,6,2021,False,GFTI,False,EWS,GN,93,0.9985,Not IIT,Not NIT,Architecture_Planning,-42.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,40,117,6,2022,False,GFTI,False,EWS,GN,77,0.9986,Not IIT,Not NIT,Architecture_Planning,1.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,20,83,6,2023,False,GFTI,False,EWS,GN,63,0.9993,Not IIT,Not NIT,Architecture_Planning,-34.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,19,197,6,2025,False,GFTI,False,EWS,GN,178,0.9985,Not IIT,Not NIT,Architecture_Planning,114.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,191,632,5,2019,False,GFTI,False,OBC-NCL,GN,441,0.9985,Not IIT,Not NIT,Architecture_Planning,521.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,76,380,5,2024,False,GFTI,False,OBC-NCL,GN,304,0.9993,Not IIT,Not NIT,Architecture_Planning,194.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,96,273,6,2018,False,GFTI,False,OBC-NCL,GN,177,0.9993,Not IIT,Not NIT,Architecture_Planning,248.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,49,324,6,2020,False,GFTI,False,OBC-NCL,GN,275,0.9992,Not IIT,Not NIT,Architecture_Planning,213.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,71,288,6,2021,False,GFTI,False,OBC-NCL,GN,217,0.9991,Not IIT,Not NIT,Architecture_Planning,264.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,50,246,6,2022,False,GFTI,False,OBC-NCL,GN,196,0.9992,Not IIT,Not NIT,Architecture_Planning,-42.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,52,186,6,2023,False,GFTI,False,OBC-NCL,GN,134,0.9995,Not IIT,Not NIT,Architecture_Planning,-60.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,42,228,6,2025,False,GFTI,False,OBC-NCL,GN,186,0.9996,Not IIT,Not NIT,Architecture_Planning,42.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,31,687,5,2019,False,GFTI,False,OPEN,GN,656,0.9994,Not IIT,Not NIT,Architecture_Planning,652.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,3,238,5,2024,False,GFTI,False,OPEN,GN,235,0.9998,Not IIT,Not NIT,Architecture_Planning,194.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,7,465,6,2018,False,GFTI,False,OPEN,GN,458,0.9996,Not IIT,Not NIT,Architecture_Planning,442.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,3,230,6,2020,False,GFTI,False,OPEN,GN,227,0.9998,Not IIT,Not NIT,Architecture_Planning,195.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,3,252,6,2021,False,GFTI,False,OPEN,GN,249,0.9997,Not IIT,Not NIT,Architecture_Planning,233.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,2,204,6,2022,False,GFTI,False,OPEN,GN,202,0.9998,Not IIT,Not NIT,Architecture_Planning,197.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,6,138,6,2023,False,GFTI,False,OPEN,GN,132,0.9999,Not IIT,Not NIT,Architecture_Planning,131.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,4,191,6,2025,False,GFTI,False,OPEN,GN,187,0.9999,Not IIT,Not NIT,Architecture_Planning,147.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,24,218,5,2019,False,GFTI,False,SC,GN,194,0.9978,Not IIT,Not NIT,Architecture_Planning,147.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,9,172,5,2024,False,GFTI,False,SC,GN,163,0.9987,Not IIT,Not NIT,Architecture_Planning,69.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,23,71,6,2018,False,GFTI,False,SC,GN,48,0.9993,Not IIT,Not NIT,Architecture_Planning,-40.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,5,101,6,2020,False,GFTI,False,SC,GN,96,0.9989,Not IIT,Not NIT,Architecture_Planning,30.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,10,132,6,2021,False,GFTI,False,SC,GN,122,0.9981,Not IIT,Not NIT,Architecture_Planning,31.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,14,143,6,2022,False,GFTI,False,SC,GN,129,0.9981,Not IIT,Not NIT,Architecture_Planning,11.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,10,104,6,2023,False,GFTI,False,SC,GN,94,0.999,Not IIT,Not NIT,Architecture_Planning,-39.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,8,111,6,2025,False,GFTI,False,SC,GN,103,0.9991,Not IIT,Not NIT,Architecture_Planning,7.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,12,65,5,2019,False,GFTI,False,ST,GN,53,0.9985,Not IIT,Not NIT,Architecture_Planning,-1.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,12,48,5,2024,False,GFTI,False,ST,GN,36,0.999,Not IIT,Not NIT,Architecture_Planning,24.0,False,False,Very High Competition,5
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,9,66,6,2018,False,GFTI,False,ST,GN,57,0.9984,Not IIT,Not NIT,Architecture_Planning,20.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,4,58,6,2020,False,GFTI,False,ST,GN,54,0.9985,Not IIT,Not NIT,Architecture_Planning,-8.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,8,42,6,2021,False,GFTI,False,ST,GN,34,0.9987,Not IIT,Not NIT,Architecture_Planning,-16.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,7,26,6,2022,False,GFTI,False,ST,GN,19,0.9992,Not IIT,Not NIT,Architecture_Planning,-16.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,1,24,6,2023,False,GFTI,False,ST,GN,23,0.9993,Not IIT,Not NIT,Architecture_Planning,23.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,5,46,6,2025,False,GFTI,False,ST,GN,41,0.999,Not IIT,Not NIT,Architecture_Planning,22.0,False,False,Very High Competition,6
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",AI,EWS,Gender-Neutral,470,476,5,2019,False,GFTI,False,EWS,GN,6,0.9881,Not IIT,Not NIT,Architecture_Planning,245.0,False,False,Very High Competition,5
